location_id,street_address_1,street_address_2,city,state,zip,latitude,longitude,landmark_name
loc358,6,Lyons,Lakeview,Oregon,97630,42.33135,-120.36745,temple
loc359,950,Dahle,Malin,Oregon,97632,42.03649,-121.43391,temple
loc360,205,Almo,Merrill,Oregon,97633,42.03414,-121.56283,university
loc361,56,Dwight,Midland,Oregon,97634,42.1283,-121.81493,university
loc362,884,Forster,New Pine Creek,Oregon,97635,41.92999,-120.29419,university
loc363,83268,Northridge,Paisley,Oregon,97636,42.61664,-120.51446,mosque
loc364,149,Vermont,Plush,Oregon,97637,42.70338,-119.89006,mosque
loc365,11,Harper,Silver Lake,Oregon,97638,43.13595,-120.98725,mosque
loc366,18,Tennyson,Sprague River,Oregon,97639,42.44778,-121.42904,mosque
loc367,56,Butternut,Summer Lake,Oregon,97640,42.84789,-120.66334,university
loc368,95133,Warrior,Christmas Valley,Oregon,97641,43.26027,-120.51384,temple
loc369,550,Corscot,Bend,Oregon,97701,44.11234,-121.20634,temple
loc370,55350,Ramsey,Bend,Oregon,97702,44.00063,-121.23381,temple
loc371,847,Main,Bend,Oregon,97707,43.82622,-121.49212,university
loc372,15,Larry,Bend,Oregon,97708,44.07,-121.3,university
loc373,609,Schiller,Bend,Oregon,97709,44.06,-121.31,university
loc374,19180,Hazelcrest,Fields,Oregon,97710,42.17457,-118.47085,school
loc375,30,Sutherland,Ashwood,Oregon,97711,44.70525,-120.66431,mall
loc376,5687,Lakeland,Brothers,Oregon,97712,43.78945,-120.45616,chruch
loc377,67,Prairieview,Burns,Oregon,97720,43.58517,-118.88782,chruch
loc378,5736,Straubel,Princeton,Oregon,97721,42.52634,-118.44608,chruch
loc379,6,Duke,Diamond,Oregon,97722,42.94809,-118.71604,chruch
loc380,9,Kensington,Camp Sherman,Oregon,97730,44.5023,-121.64718,airport
loc381,26872,Forest Dale,Chemult,Oregon,97731,43.146,-121.79748,airport
loc382,2815,Clyde Gallagher,Crane,Oregon,97732,43.39729,-118.44311,chruch
loc383,615,South,Crescent,Oregon,97733,43.37125,-121.99952,chruch
loc384,9402,Hoepker,Culver,Oregon,97734,44.54244,-121.33615,chruch
loc385,284,Bowman,Fort Rock,Oregon,97735,43.41069,-120.92617,chruch
loc386,3405,South,Frenchglen,Oregon,97736,42.74188,-119.0068,mall
loc387,11,Longview,Gilchrist,Oregon,97737,43.49688,-121.74367,school
loc388,5,Maple Wood,Hines,Oregon,97738,43.48404,-119.15646,airport
loc389,12205,Sunbrook,La Pine,Oregon,97739,43.69466,-121.46091,airport
loc390,28,David,Madras,Oregon,97741,44.65772,-121.05446,hospital
loc391,1687,Vermont,Mitchell,Oregon,97750,44.65814,-120.1967,hospital
loc392,71735,Northport,Paulina,Oregon,97751,44.1455,-119.86913,college
loc393,694,Waxwing,Post,Oregon,97752,44.14292,-120.25439,college
loc394,7,Portage,Powell Butte,Oregon,97753,44.24051,-121.01813,college
loc395,2,Moland,Prineville,Oregon,97754,44.15964,-120.58551,college
loc396,24,International,Redmond,Oregon,97756,44.28333,-121.21672,college
loc397,9,Messerschmidt,Riley,Oregon,97758,43.33874,-119.87222,college
loc398,39,Vernon,Sisters,Oregon,97759,44.50062,-121.8985,college
loc399,3,Garrison,Terrebonne,Oregon,97760,44.37621,-121.24359,college
loc400,1,Prentice,Warm Springs,Oregon,97761,44.83853,-121.26151,college
loc401,6540,1st,Pendleton,Oregon,97801,45.67081,-118.82357,college
loc402,7,Cascade,Adams,Oregon,97810,45.71398,-118.45796,college
loc403,21,Blue Bill Park,Arlington,Oregon,97812,45.57516,-120.2499,college
loc404,65,Warbler,Athena,Oregon,97813,45.85041,-118.52808,college
loc405,5435,Mesta,Baker City,Oregon,97814,44.82757,-117.7578,college
loc406,0,Waubesa,Bates,Oregon,97817,44.72877,-118.60593,college
loc407,8815,Elka,Boardman,Oregon,97818,45.78537,-119.89017,chruch
loc408,1,Welch,Bridgeport,Oregon,97819,44.48535,-117.76039,chruch
loc409,27984,Trailsway,Canyon City,Oregon,97820,44.07255,-119.47293,chruch
loc410,522,School,Condon,Oregon,97823,45.23993,-120.21677,chruch
loc411,2,Talmadge,Cove,Oregon,97824,45.3543,-117.75647,hospital
loc412,97258,Stang,Dayville,Oregon,97825,44.38513,-119.49627,hospital
loc413,1,Colorado,Echo,Oregon,97826,45.6643,-119.23232,hospital
loc414,671,8th,Elgin,Oregon,97827,45.57542,-117.83805,college
loc415,740,Mcbride,Enterprise,Oregon,97828,45.71656,-117.22199,college
loc416,5,Northport,Fossil,Oregon,97830,44.96655,-120.18315,college
loc417,346,Sycamore,Haines,Oregon,97833,44.92889,-118.01488,college
loc418,694,South,Halfway,Oregon,97834,44.97228,-117.16119,college
loc419,32398,Algoma,Helix,Oregon,97835,45.91001,-118.78654,college
loc420,8,Kennedy,Heppner,Oregon,97836,45.32115,-119.47462,college
loc421,2,Alpine,Hereford,Oregon,97837,44.55666,-118.06711,college
loc422,566,Columbus,Hermiston,Oregon,97838,45.853,-119.28727,college
loc423,881,West,Lexington,Oregon,97839,45.59117,-119.59304,college
loc424,76,Talisman,Oxbow,Oregon,97840,44.8846,-116.91844,college
loc425,9054,Kinsman,Imbler,Oregon,97841,45.46512,-117.94492,college
loc426,4328,Magdeline,Imnaha,Oregon,97842,45.39927,-116.73699,college
loc427,2947,Hooker,Ione,Oregon,97843,45.50232,-119.90287,college
loc428,85,Pepper Wood,Irrigon,Oregon,97844,45.88415,-119.54884,college
loc429,487,Mockingbird,John Day,Oregon,97845,44.40182,-118.90306,hospital
loc430,604,Declaration,Joseph,Oregon,97846,45.4627,-117.03959,hospital
loc431,5050,Linden,Kimberly,Oregon,97848,44.72218,-119.58055,chruch
loc432,647,Ronald Regan,La Grande,Oregon,97850,45.30354,-118.11328,chruch
loc433,70,Hermina,Long Creek,Oregon,97856,44.81521,-119.12525,chruch
loc434,735,Meadow Valley,Lostine,Oregon,97857,45.38467,-117.48014,chruch
loc435,9437,Porter,Meacham,Oregon,97859,45.52672,-118.42146,mosque
loc436,849,Spenser,Mikkalo,Oregon,97861,45.71,-120.2,mosque
loc437,9901,Mallard,Milton Freewater,Oregon,97862,45.92206,-118.31606,mosque
loc438,4219,Redwing,Monument,Oregon,97864,44.80547,-119.43593,hospital
loc439,4,Macpherson,Mount Vernon,Oregon,97865,44.46147,-119.18004,hospital
loc440,8913,Schurz,North Powder,Oregon,97867,45.07765,-117.99376,hospital
loc441,295,Basil,Pilot Rock,Oregon,97868,45.40929,-118.85358,hospital
loc442,3,Graceland,Prairie City,Oregon,97869,44.39756,-118.63398,hospital
loc443,84371,Sloan,Richland,Oregon,97870,44.78799,-117.18656,hospital
loc444,71,Elmside,Seneca,Oregon,97873,44.13201,-119.00288,bus station 
loc445,6,Mccormick,Spray,Oregon,97874,44.77757,-119.86759,bus station 
loc446,3,Mariners Cove,Stanfield,Oregon,97875,45.81855,-119.13285,bus station 
loc447,0,Prentice,Summerville,Oregon,97876,45.51644,-118.03568,bus station 
loc448,89,Hanson,Sumpter,Oregon,97877,44.71174,-118.41052,airport
loc449,44557,Bunker Hill,Ukiah,Oregon,97880,45.08867,-118.88251,airport
loc450,3037,Debra,Umatilla,Oregon,97882,45.89743,-119.36607,airport
loc451,7898,Sage,Union,Oregon,97883,45.19242,-117.63415,airport
loc452,961,Myrtle,Unity,Oregon,97884,44.45534,-118.22223,airport
loc453,64479,Barby,Wallowa,Oregon,97885,45.65567,-117.5117,themepark
loc454,895,Milwaukee,Weston,Oregon,97886,45.80231,-118.27241,themepark
loc455,0,Service,Adrian,Oregon,97901,43.62145,-117.10728,themepark
loc456,701,Maywood,Arock,Oregon,97902,42.91,-117.48,hospital
loc457,94625,Golden Leaf,Brogan,Oregon,97903,44.24681,-117.64698,hospital
loc458,3,New Castle,Drewsey,Oregon,97904,43.88618,-118.52293,hospital
loc459,27063,Vernon,Durkee,Oregon,97905,44.57382,-117.45951,hospital
loc460,418,Johnson,Harper,Oregon,97906,43.53704,-117.77468,hospital
loc461,147,8th,Huntington,Oregon,97907,44.4195,-117.34551,hospital
loc462,978,Chive,Ironside,Oregon,97908,44.31238,-117.92789,hospital
loc463,34779,Hermina,Jamieson,Oregon,97909,44.24669,-117.41896,hospital
loc464,39975,Grayhawk,Jordan Valley,Oregon,97910,42.74908,-117.51146,themepark
loc465,476,Fairfield,Juntura,Oregon,97911,43.73648,-118.04139,themepark
loc466,6,Autumn Leaf,Nyssa,Oregon,97913,43.61359,-117.32329,themepark
loc467,720,Johnson,Ontario,Oregon,97914,44.11362,-117.08416,mosque
loc468,293,Tennessee,Riverside,Oregon,97917,43.5,-118.09,mosque
loc469,8248,Nova,Vale,Oregon,97918,44.03711,-117.35107,mosque
loc470,8,Darwin,Westfall,Oregon,97920,44.07218,-117.85428,mosque
loc471,3117,Montana,Ocaña,california,97921,9.9785656,16.6009592,themepark
loc472,859,8th,Guaiúba,california,97922,54.6194332,124.870243,themepark
loc473,63,Sherman,Espérance Trébuchet,california,97923,25.941937,59.970317,themepark
loc474,23521,Commercial,Bistrica pri Tržiču,california,97924,59.05729,107.2666396,school
loc475,926,Grover,Oliveira,california,97925,13.5681668,124.709996,school
loc476,2719,Lakewood Gardens,Lengji,california,97926,40.97465,105.186237,school
loc477,259,Jackson,Mūḩ Ḩasan,california,97927,45.991471,124.3973046,school
loc478,7009,Redwing,Czemierniki,california,97928,37.9510555,117.684,school
loc479,540,Nobel,Krasnodon,california,97929,36.1899557,44.777047,school
loc480,32,Holy Cross,Maych’ew,california,97930,46.3367995,123.8732551,school
loc481,6543,Kingsford,Corrientes,california,97931,64.58897,116.289146,school
loc482,63,Fremont,Guaporé,california,97932,41.43999,45.0398942,bus station 
loc483,4054,Dayton,Orël,california,97933,26.7831243,6.0732146,bus station 
loc484,177,Canary,Yunmeng Chengguanzhen,california,97934,-8.3647,123.2925505,bus station 
loc485,8,Sutteridge,Ōtsuki,california,97935,-2.5482448,111.409653,bus station 
loc486,314,Lunder,Anahuac,california,97936,34.8439922,23.7804059,themepark
loc487,733,Bellgrove,Kramfors,california,97937,-33.229046,4.647618,themepark
loc488,69,Thackeray,Wukeshu,california,97938,-39.8885744,112.6225104,themepark
loc489,562,Hoard,Dmitrov,california,97939,26.9373041,-35.4562795,airport
loc490,4,Mendota,Aranđelovac,california,97940,14.5316764,37.6489954,airport
loc491,78926,Eagle Crest,Baoquan,california,97941,36.4203181,70.6960868,airport
loc492,93,Lukken,Jandaia do Sul,california,97942,23.021478,18.0574637,airport
loc493,5,Sachs,Mudian,california,97943,5.2351338,85.5277488,airport
loc494,7561,Manley,Keti Bandar,california,97944,-5.0402647,112.3367573,mall
loc495,639,Bunker Hill,Vila Viçosa,california,97945,-29.9026691,130.6838866,mall
loc496,30743,Crescent Oaks,Villejuif,california,97946,51.490189,-95.514174,mall
loc497,791,Eggendart,Kanashevo,california,97947,-7.3737257,28.5158257,mall
loc498,95,Susan,Aghavnadzor,california,97948,55.780902,-58.9495941,mall
loc499,1,Arkansas,San Andros,california,97949,42.0469772,-0.5820236,mall
loc500,66,Declaration,Guane,california,97950,42.12215,-77.3895014,mall
loc501,8326,Sycamore,Xinjiebu,california,97951,-17.3410721,127.016667,mall
loc502,10277,North,Niort,california,97952,14.6347254,118.356414,mall
loc503,4241,Vermont,Ciodeng,california,97953,14.5910759,-80.3936994,mall
loc504,8433,Thierer,San Antonio,california,97954,44.3037425,40.618282,mall
loc505,8545,Hansons,Renyi,california,97955,31.228026,-73.960233,bus station 
loc506,9189,Birchwood,Pedro Carbo,california,97956,-31.6577222,4.0710348,bus station 
loc507,27,Banding,Jarabacoa,california,97957,42.35,20.3520979,bus station 
loc508,36280,Marcy,Gombangan,california,97958,4.087552,7.1090932,bus station 
loc509,55681,Prairieview,Bludov,california,97959,16.9846184,114.058404,hospital
loc510,55488,Goodland,Tōkamachi,california,97960,59.7649518,18.5748049,hospital
loc511,15,Debs,Acheng,california,97961,47.74603,120.3089541,hospital
loc512,7,Blue Bill Park,Malaryta,california,97962,32.868426,47.675856,hospital
loc513,646,Crest Line,Paihia,california,97963,32.147679,44.47337,hospital
loc514,90784,Tomscot,Chengdong,california,97964,45.333333,114.491954,hospital
loc515,0,Eliot,Évry,california,97965,48.8610504,29.3753657,hospital
loc516,730,Morrow,Alvito de São Pedro,california,97966,39.847805,129.6850661,hospital
loc517,58737,Northfield,Banjar Sebual,california,97967,-7.2787651,121.389262,office
loc518,4287,Esch,Vélo,california,97968,-9.5295,35.065976,chruch
loc519,44126,Hagan,Ramat HaSharon,california,97969,30.664436,35.8089055,chruch
loc520,6275,Nobel,Baro Kunda,california,97970,55.86328,30.201622,chruch
loc521,48081,Golf,Madruga,california,97971,16.3413382,120.211816,chruch
loc522,20224,Larry,Créteil,california,97972,45.506995,-72.0942187,office
loc523,0,Sutherland,Koktal,california,97973,37.1773363,113.4073,school
loc524,80,Golf,Taldan,california,97974,32.724185,106.230908,school
loc525,368,Lawn,Kidodi,california,97975,22.8429803,23.3819761,school
loc526,62396,Elmside,Tomorlog,california,97976,38.7336567,-70.9853968,school
loc527,6010,Mifflin,Arbois,california,97977,43.3911349,14.5182806,school
loc528,96,Dunning,Berlin,california,97978,-8.2399,36.08677,school
loc529,8853,Briar Crest,Iza,california,97979,35.8242238,126.2332502,school
loc530,902,Hansons,Stari Grad,california,97980,41.2867247,114.3182712,school
loc531,4,Duke,Nawá,california,97981,-34.7725956,106.191761,school
loc532,6,Maple,Ube,california,97982,26.6674,14.1774467,school
loc533,814,Anderson,Borda da Mata,california,97983,-8.4769874,-99.6487518,school
loc534,7957,Sloan,Thành Phố Nam Định,california,97984,-6.5415,99.2267999,school
loc535,69658,Sachs,Olovyannaya,california,97985,27.754532,109.323479,school
loc536,58385,Ronald Regan,Frashër,california,97986,46.748522,2.3825213,school
loc537,2639,High Crossing,Sucre,california,97987,32.943109,103.3125299,school
loc538,19,Bartillon,Irbid,california,97988,39.7383486,120.9777157,school
loc539,59,Elka,Melioratyvne,california,97989,27.8469,-80.3895886,school
loc540,137,Shasta,Beaumont,california,97990,-24.0416026,30.7319718,school
loc541,65,Rieder,Seulimeum,california,97991,37.401244,-56.9042201,school
loc542,2,Welch,Santa Marta,california,97992,32.575484,-7.3462545,school
loc543,84045,Erie,Sandakan,california,97993,35.6110549,135.7636857,school
loc544,8,Eastwood,Mumias,california,97994,24.154316,121.869339,school
loc545,50,Gerald,Janaúba,california,97995,34.8660113,21.5480129,school
loc546,20,Graceland,General Villegas,california,97996,-8.3661,140.3509794,school
loc547,8347,Spenser,Albion,california,97997,39.927952,127.6124552,school
loc548,89551,Memorial,Sukadana,california,97998,45.5288007,29.0213682,school
loc549,99,Grasskamp,Lianghu,california,97999,8.9517713,115.852187,school
loc550,86,Dawn,Bijeli,california,98000,39.9474202,123.2814017,school
loc551,51,Green Ridge,Kostyantynivka,california,98001,8.1296031,-7.9858152,school
loc552,58785,Westend,Alenquer,california,98002,55.7754263,106.40417,school
loc553,32538,Lien,Nashville,california,98003,60.4627094,107.172085,school
loc554,0,Orin,Cagwait,california,98004,15.9005049,29.0932259,school
loc555,3833,Bartelt,Kipit,california,98005,20.7303804,108.960747,school
loc556,9,Bowman,La Asunción,california,98006,13.8694082,-75.9142437,school
loc557,4170,Harper,Cibeureum,california,98007,-34.4418692,111.302191,school
loc558,72,Saint Paul,Al Maḩwīt,california,98008,28.5776106,-80.3,office
loc559,36565,Moose,Degan,california,98009,45.2646668,103.8448134,office
loc560,745,Commercial,Talshand,california,98010,43.817071,134.0620421,office
loc561,52,Grasskamp,Anjozorobe,california,98011,36.068172,0.7236073,office
loc562,8,Kennedy,Ust-Kamenogorsk,california,98012,41.5817519,-71.0924706,office
loc563,7,Montana,Tabanan,california,98013,-7.5145399,113.625328,office
loc564,23605,Twin Pines,La Falda,california,98014,36.689919,18.546063,office
loc565,68676,Moulton,Zyukayka,california,98015,50.3382214,121.0737995,office
loc566,329,Bultman,Trompsburg,california,98016,0.6782274,27.7949868,hospital
loc567,2,Judy,Lumbayan,california,98017,31.5126804,-78.416925,hospital
loc568,3,Holmberg,Fougamou,california,98018,49.8687831,-77.7083,hospital
loc569,7955,Dovetail,Hamburg,california,98019,53.3177535,-103.9832684,hospital
loc570,3,Waxwing,Cergy-Pontoise,california,98020,22.517585,121.012518,hospital
loc571,30,Homewood,Rokytne,california,98021,-23.9561304,-68.8413237,hospital
loc572,20,Starling,Slantsy,california,98022,32.9005808,113.854556,hospital
loc573,5408,Springs,Huatanshan,california,98023,35.10456,5.8978018,hospital
loc574,92,Arkansas,Slobodskoy,california,98024,26.741856,19.65083,bus station 
loc575,437,Alpine,Cajolá,california,98025,18.4678653,-77.1657716,bus station 
loc576,69,Westport,Amos,california,98026,45.2557594,-81.026991,bus station 
loc577,9114,7th,Baligród,california,98027,42.16964,126.4371385,bus station 
loc578,912,Chive,Laxiong,california,98028,46.4244411,108.28245,office
loc579,43143,Main,Xiaoshan,california,98029,50.2689038,27.5615244,office
loc580,65,Jackson,Le Kremlin-Bicêtre,california,98030,36.548365,39.9170354,office
loc581,28931,Petterle,Notranje Gorice,california,98031,40.3808163,37.7844618,mosque
loc582,38128,Debs,Chengguan,california,98032,30.274084,-68.2320043,mosque
loc583,21897,Corben,Aleksandrovka,california,98033,38.05106,123.769368,mosque
loc584,217,Hintze,Garawati,california,98034,13.0930867,73.6119469,mosque
loc585,43,Mariners Cove,Perreng,california,98035,-26.69475,116.603883,office
loc586,9544,Sommers,Dagou,california,98036,-6.9506,-96.3598367,office
loc587,295,Mariners Cove,Belfast,california,98037,11.5471456,-72.4909026,chruch
loc588,14,Twin Pines,Xinzheng,california,98038,22.342771,19.347341,chruch
loc589,5065,Monica,Recife,california,98039,45.8442734,8.5226706,chruch
loc590,65,Basil,Bilajari,california,98040,15.08333,136.1916906,chruch
loc591,14,Melvin,Apartadó,california,98041,35.84917,22.7869993,mosque
loc592,95145,Raven,Paraty,california,98042,16.9296881,4.6195236,mosque
loc593,42247,Norway Maple,Qiting,california,98043,39.2591889,114.289528,mosque
loc594,92,Novick,Lawrenceville,california,98044,40.6898292,-1.2073261,college
loc595,35,Canary,Duwakbuter,california,98045,29.474413,-98.49,college
loc596,22185,Prentice,Johor Bahru,california,98046,25.881342,106.6527099,college
loc597,6894,Anderson,Ducheng,california,98047,13.6343413,-86.59,college
loc598,38,Daystar,Salamanca,california,98048,19.6402143,98.209206,college
loc599,2694,Florence,Orikum,california,98049,40.6502768,111.6717568,college
loc600,2657,Meadow Valley,Orda,california,98050,7.1302807,49.7072207,college
loc601,3,Talisman,Canggetelo,california,98051,6.1097207,16.5996595,college
loc602,184,Arkansas,Roches Noire,california,98052,27.356747,32.2880726,college
loc603,72927,Commercial,Roun Satu,california,98053,37.78,27.2373159,college
loc604,1941,Brentwood,Mtwango,california,98054,-7.1785873,-72.1712309,college
loc605,1543,Thompson,Vin’kivtsi,california,98055,14.5640576,81.0478592,college
loc606,15,Golf,Lwówek Śląski,california,98056,30.292001,18.6364096,college
loc607,311,Bunker Hill,Bagnères-de-Bigorre,california,98057,51.8677116,13.4331372,college
loc608,0,Prairie Rose,Solna,california,98058,41.1769352,125.408732,college
loc609,5,Nancy,Obo,california,98059,1.3118981,136.9632426,chruch
loc610,95,Dennis,Tanahedang,california,98060,43.3911349,35.0980514,chruch
loc611,68797,Clarendon,Budapest,california,98061,15.1315727,107.9917034,chruch
loc612,407,Gulseth,Köyliö,california,98062,-3.4763823,7.1608614,chruch
loc613,80102,Swallow,Shijiazhuang,california,98063,46.4566661,-80.8460822,airport
loc614,5723,Gulseth,Loma Alta,california,98064,39.533815,106.6403668,airport
loc615,24,Jenifer,Tevriz,california,98065,31.295228,12.7039013,hospital
loc616,1,Loftsgordon,Néa Sánta,california,98066,-7.2760371,37.6001786,hospital
loc617,61,Forest Run,Kiryandongo,california,98067,-22.548794,1.9979411,hospital
loc618,33,Carioca,Progreso,california,98068,-27.3302999,12.1171659,hospital
loc619,17150,Schlimgen,Cartagena,california,98069,-6.1912334,123.726201,hospital
loc620,3,Pine View,Daruoyan,california,98070,42.707822,-90.2291565,hospital
loc621,1816,Clove,Rahayu,california,98071,23.736457,-49.6879727,hospital
loc622,3,Shopko,Chełm,california,98072,15.051008,12.0103839,hospital
loc623,0,Rusk,Bata Tengah,california,98073,-6.8973394,107.347009,bus station 
loc624,9,Cardinal,Piranshahr,california,98074,-11.7602273,-0.8816138,bus station 
loc625,7,Memorial,Karatsu,california,98075,45.616422,139.5718014,bus station 
loc626,342,Sauthoff,Liangdang Chengguanzhen,california,98076,14.5624842,63.7602594,bus station 
loc627,968,Fair Oaks,Sumalig,california,98077,15.5835978,37.5584016,airport
loc628,3,Debs,Belfort,california,98078,-3.4944313,14.6917325,mosque
loc629,760,Lindbergh,Bela Vista do Paraíso,california,98079,-20.1514708,19.8423848,mosque
loc630,8,Thompson,Eschweiler,california,98080,37.8336281,101.014425,mosque
loc631,48,Lakewood,Markušica,california,98081,31.719806,24.16667,mosque
loc632,90441,Mccormick,Ondo,california,98082,-6.0924606,-72.017927,airport
loc633,8,Pennsylvania,Helsingborg,california,98083,-26.9378218,114.849821,airport
loc634,26247,Lunder,Údlice,california,98084,46.0972432,127.5032,chruch
loc635,98,Prentice,Trondheim,california,98085,45.4949897,5.7318798,chruch
loc636,9,Hanover,Francisco Villa,california,98086,-23.8107528,124.7215982,chruch
loc637,9,Maywood,Mapinrea,california,98087,24.923028,-78.1792434,chruch
loc638,58,Dennis,Donggang,california,98088,9.2573324,7.9266015,mall
loc639,2,Londonderry,Argayash,california,98089,9.7437515,107.6777669,mall
loc640,25178,Thompson,Huimin,california,98090,7.216175,126.637515,mall
loc641,69,Butterfield,Lutou,california,98091,28.286067,-62.6451102,mall
loc642,90,Summer Ridge,Washington,california,98092,51.5024848,110.2579036,hospital
loc643,69,Steensland,Luzino,california,98093,46.9573015,121.0315758,hospital
loc644,81893,Rusk,Santo Domingo,california,98094,14.5618599,30.1242853,hospital
loc645,72813,Bowman,Armenta,california,98095,32.2009532,140.50321,hospital
loc646,720,Bunker Hill,Amahusu,california,98096,35.412337,140.557325,hospital
loc647,7370,Logan,Xinghua,california,98097,7.8014452,65.4822686,hospital
loc648,8,Riverside,Kulary,california,98098,-8.3081,121.9359,hospital
loc649,37,Manitowish,Emiliano Zapata,california,98099,52.5693104,24.3530817,hospital
loc650,666,Everett,Timrå,california,98100,38.1164434,113.4891,bus station 
loc651,8,Fremont,Panaytayon,california,98101,52.71892,107.5505152,bus station 
loc652,56,Upham,Pashkovskiy,california,98102,-7.7474,27.9407145,bus station 
loc653,6,Wayridge,Xazgat,california,98103,-3.9389,119.8149736,bus station 
loc654,4177,Bartillon,Karlskrona,california,98104,4.7161955,-71.0601767,mall
loc655,42,Heath,Lyakhovtsy,california,98105,38.6530409,-74.7163829,mall
loc656,97,Laurel,Guariba,california,98106,29.644609,113.173487,mall
loc657,98035,Tony,Brovary,california,98107,42.4371884,-71.7999999,mall
loc658,8954,Basil,Krajan Menggare,california,98108,-9.9246703,-100.9086492,office
loc659,0,Becker,Kafir Yasif,california,98109,14.9165428,3.6319131,mosque
loc660,8024,Northfield,Siemiechów,california,98110,35.4175712,116.6335548,mosque
loc661,60,Havey,Glatik,california,98111,39.401147,123.5403713,mosque
loc662,408,David,Shimonoseki,california,98112,49.7216794,119.459161,mosque
loc663,5,Mallory,Sakharovo,california,98113,-8.6847,-74.8659421,office
loc664,2828,Pawling,Łąck,california,98114,26.5324775,-85.9330098,office
loc665,1737,Memorial,Siikajoki,california,98115,49.7917105,103.62,office
loc666,5,Del Sol,Kępie Żaleszańskie,california,98116,-13.683333,121.0022623,office
loc667,122,Pennsylvania,Tuzha,california,98117,35.6907846,36.25633,office
loc668,32,Miller,Cayara,california,98118,36.9392627,120.3186429,bus station 
loc669,491,Florence,Alabug,california,98119,-22.5077597,119.009039,bus station 
loc670,1392,Hooker,Rennes,california,98120,4.8980694,114.504677,bus station 
loc671,25,Bluestem,Chengmagang,california,98121,3.033069,37.6032435,bus station 
loc672,233,Anniversary,Pandan,california,98122,56.387721,-9.425154,office
loc673,749,Ridgeway,Dingdian,california,98123,19.5797297,-57.3298733,office
loc674,32,Montana,Itzig,california,98124,-21.5418158,-54.7412036,office
loc675,19,Hermina,Pangantocan,california,98125,-6.7152549,108.3207992,office
loc676,40,Manufacturers,Hebeitun,california,98126,9.0866702,9.9171742,mosque
loc677,6412,Everett,Qiling,california,98127,54.305019,20.2153721,mosque
loc678,7492,Coleman,Fasi,california,98128,45.3481651,106.2042252,mosque
loc679,43269,Garrison,Shekou,california,98129,-31.43337,113.6383187,mosque
loc680,906,Anhalt,Gränna,california,98130,22.80524,139.7249685,office
loc681,469,Bashford,Teslić,california,98131,55.6715981,13.2588145,office
loc682,2,Meadow Ridge,Cibingbin,california,98132,19.7206,91.5015009,bus station 
loc683,3783,Haas,Shuanghe,california,98133,43.411002,-8.5011003,bus station 
loc684,482,Old Shore,Azua,california,98134,-7.1846561,-42.8163587,bus station 
loc685,33995,Birchwood,Amashca,california,98135,43.785358,16.955476,bus station 
loc686,807,Superior,La Talaudière,california,98136,28.653113,105.877112,airport
loc687,228,Old Gate,Xiaojiezi,california,98137,42.1328742,118.4500421,hospital
loc688,8205,Grover,Langgen,california,98138,58.55895,-50.2475804,hospital
loc689,108,Lunder,Gondifelos,california,98139,36.6759691,76.785812,hospital
loc690,84,Jana,Kobarid,california,98140,41.7936783,-93.3791405,hospital
loc691,540,Ludington,El Ángel,california,98141,52.574095,-72.0047731,hospital
loc692,27065,Rutledge,Uruzgān,california,98142,8.1243943,32.5077211,hospital
loc693,5,Eliot,Ciputih,california,98143,35.2495378,128.3222456,hospital
loc694,48,Buell,Tanjungjaya,california,98144,43.0369422,24.5762096,hospital
loc695,47692,Lien,Ballybofey,california,98145,50.041381,-98.42,office
loc696,9671,Dayton,Kyegegwa,california,98146,-23.2585481,-48.2802925,office
loc697,45,Bunker Hill,Jiangjing,california,98147,50.49976,116.370159,airport
loc698,33,Coolidge,Changxing,california,98148,45.8235836,8.5144352,airport
loc699,35,Maple Wood,Gedongmulyo,california,98149,44.0179842,17.5205087,mosque
loc700,764,Heath,Bayan Huxu,california,98150,22.1466556,42.5779182,mosque
loc701,227,Oxford,Banjeru,california,98151,9.9137002,140.0106915,mosque
loc702,5,Summit,Malangabang,california,98152,-20.0722773,-85.7,mosque
loc703,8115,Crest Line,Al Wardānīn,california,98153,5.1227373,-8.1915991,beach
loc704,0,Holmberg,Bailadores,california,98154,-11.8920309,108.16,beach
loc705,337,Dwight,Guanyao,california,98155,21.8727408,-93.1315648,beach
loc706,798,Shopko,N’dalatando,california,98156,22.720974,-75.534477,beach
loc707,9,Red Cloud,Nabari,california,98157,49.4576263,51.0782323,bus station 
loc708,13688,Veith,Lazurne,california,98158,49.9386129,116.418465,bus station 
loc709,5977,Fulton,Tongyang,california,98159,31.069419,108.28306,bus station 
loc710,1862,Hanson,Mizur,california,98160,7.916433,107.531655,bus station 
loc711,9,Hovde,Sājir,california,98161,8.2511483,34.2824429,beach
loc712,16284,Hudson,Akonolinga,california,98162,-22.4008873,121.593799,beach
loc713,13,Schurz,Velikiye Luki,california,98163,-11.9417972,129.345,beach
loc714,41696,Bunker Hill,Vila Ribeiro,california,98164,39.765701,122.5019655,beach
loc715,6230,Village,Ottawa,california,98165,11.66503,36.3642919,beach
loc716,50804,Corry,Viña del Mar,california,98166,-17.857298,24.3450737,beach
