trip_id,driver_id,cab_id,rider_id,location_start_id,ride_end_time,coupon_id,rider_payment_id,request_time,ride_start_time,ride_wait_time,total_mileage,trip_amount,discount_amount,paid_amount,trip_status,rider_rating,driver_rating,rider_review,driver_review
trip_403,EMP186,cab186,CUS1017,loc403,02-01-2020 15:08:00,0,pay017,1:17:00 PM,1/2/20,12:17:00 AM,31.33,79,0,79,completed,2,3,refused to wear seat belt,language barrier
trip_404,EMP187,cab187,CUS1018,loc404,02-01-2020 14:30:00,0,pay018,1:26:00 PM,1/2/20,12:17:00 AM,15.67,45,0,45,completed,4,1,friendly customer,worst customer service
trip_405,EMP188,cab188,CUS1019,loc405,02-01-2020 14:30:00,0,pay019,1:33:00 PM,1/2/20,12:17:00 AM,13.33,45,0,45,completed,3,2,too many passengers,poor car quality
trip_406,EMP189,cab189,CUS1020,loc406,02-01-2020 14:53:00,0,pay020,1:16:00 PM,1/2/20,12:35:00 AM,20.67,66,0,66,completed,1,2,unpleasant,poor car quality
trip_407,EMP190,cab190,CUS1021,loc407,02-01-2020 16:34:00,0,pay021,1:19:00 PM,1/2/20,12:35:00 AM,53.33,95,0,95,completed,2,2,refused to wear seat belt,poor car quality
trip_408,EMP191,cab191,CUS1022,loc408,02-01-2020 15:04:00,0,pay022,1:35:00 PM,1/2/20,12:35:00 AM,18,62,0,62,completed,5,3,good ,language barrier
trip_409,EMP192,cab192,CUS1023,loc409,02-01-2020 15:20:00,0,pay023,1:48:00 PM,1/2/20,12:35:00 AM,19,66,0,66,completed,1,3.9,unpleasant,good service
trip_410,EMP193,cab193,CUS1024,loc410,02-01-2020 15:10:00,0,pay024,1:50:00 PM,1/2/20,12:35:00 AM,15,45,0,45,completed,1,3,unpleasant,language barrier
trip_411,EMP194,cab194,CUS1025,loc411,02-01-2020 15:50:00,0,pay025,1:52:00 PM,1/2/20,12:35:00 AM,27.67,74,0,74,completed,5,1,good ,worst customer service
trip_412,EMP195,cab195,CUS1026,loc412,02-01-2020 15:24:00,0,pay026,2:03:00 PM,1/2/20,12:35:00 AM,15.33,45,0,45,completed,5,3.9,good ,good service
trip_413,EMP196,cab196,CUS1188,loc413,02-01-2020 15:21:00,0,pay188,2:03:00 PM,1/2/20,12:35:00 AM,14.33,45,0,45,completed,4,3,friendly customer,language barrier
trip_414,EMP197,cab197,CUS1175,loc414,02-01-2020 15:37:00,0,pay175,2:07:00 PM,1/2/20,12:35:00 AM,18.33,62,0,62,completed,4,4,friendly customer,friendly conversation
trip_415,EMP198,cab198,CUS1176,loc415,02-01-2020 15:44:00,0,pay176,2:10:00 PM,1/2/20,12:35:00 AM,19.67,66,0,66,completed,2,2,refused to wear seat belt,poor car quality
trip_416,EMP199,cab199,CUS1019,loc416,02-01-2020 15:54:00,0,pay019,2:13:00 PM,1/2/20,12:35:00 AM,22,66,0,66,completed,1,4,unpleasant,friendly conversation
trip_417,EMP200,cab200,CUS1001,loc417,02-01-2020 15:54:00,1,pay001,2:21:00 PM,1/2/20,12:35:00 AM,19.33,66,10,56,completed,4,1,friendly customer,worst customer service
trip_418,EMP112,cab112,CUS1002,loc418,02-01-2020 16:07:00,0,pay002,2:25:00 PM,1/2/20,12:35:00 AM,22.33,66,0,66,completed,1,2,unpleasant,poor car quality
trip_419,EMP113,cab113,CUS1185,loc419,02-01-2020 15:41:00,0,pay185,2:28:00 PM,1/2/20,12:35:00 AM,12.67,39,0,39,completed,2,2,refused to wear seat belt,poor car quality
trip_420,EMP114,cab114,CUS1017,loc420,02-01-2020 16:04:00,0,pay017,2:29:00 PM,1/2/20,12:35:00 AM,20,66,0,66,completed,4,2,friendly customer,poor car quality
trip_421,EMP115,cab115,CUS1018,loc421,02-01-2020 15:59:00,0,pay018,2:32:00 PM,1/2/20,12:35:00 AM,17.33,62,0,62,completed,4,2,friendly customer,poor car quality
trip_422,EMP116,cab116,CUS1019,loc422,02-01-2020 15:47:00,2,pay019,2:36:00 PM,1/2/20,12:35:00 AM,12,39,5,34,completed,5,3,good ,language barrier
trip_423,EMP117,cab117,CUS1020,loc423,02-01-2020 15:47:00,0,pay020,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,1,1,unpleasant,worst customer service
trip_424,EMP118,cab118,CUS1021,loc424,02-01-2020 15:47:00,0,pay021,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,2,1,refused to wear seat belt,worst customer service
trip_425,EMP119,cab119,CUS1007,loc425,02-01-2020 15:47:00,0,pay007,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,4,3,friendly customer,language barrier
trip_426,EMP120,cab120,CUS1008,loc426,02-01-2020 15:47:00,0,pay008,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,4,4,friendly customer,friendly conversation
trip_427,EMP121,cab121,CUS1009,loc427,02-01-2020 15:47:00,0,pay009,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,4,4,friendly customer,friendly conversation
trip_428,EMP122,cab122,CUS1010,loc428,02-01-2020 15:47:00,0,pay010,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,5,4,good ,friendly conversation
trip_429,EMP123,cab123,CUS1011,loc429,02-01-2020 15:47:00,0,pay011,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,2,1,refused to wear seat belt,worst customer service
trip_430,EMP124,cab124,CUS1182,loc430,02-01-2020 15:47:00,0,pay182,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,2,4,refused to wear seat belt,friendly conversation
trip_431,EMP125,cab125,CUS1183,loc431,02-01-2020 15:47:00,0,pay183,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,4,2,friendly customer,poor car quality
trip_432,EMP126,cab126,CUS1200,loc432,02-01-2020 15:47:00,0,pay200,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,2,3.9,refused to wear seat belt,good service
trip_433,EMP127,cab127,CUS1014,loc433,02-01-2020 15:47:00,0,pay014,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,3,3,too many passengers,language barrier
trip_434,EMP128,cab128,CUS1015,loc434,02-01-2020 15:47:00,2,pay015,2:36:00 PM,1/2/20,12:35:00 AM,12,39,5,34,completed,1,3,unpleasant,language barrier
trip_435,EMP129,cab129,CUS1016,loc435,02-01-2020 15:47:00,0,pay016,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,1,3,unpleasant,language barrier
trip_436,EMP130,cab130,CUS1017,loc436,02-01-2020 15:47:00,2,pay017,2:36:00 PM,1/2/20,12:35:00 AM,12,39,5,34,completed,1,1,unpleasant,worst customer service
trip_437,EMP131,cab131,CUS1018,loc437,02-01-2020 15:47:00,0,pay018,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,5,3.9,good ,good service
trip_438,EMP132,cab132,CUS1019,loc438,02-01-2020 15:47:00,0,pay019,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,1,4,unpleasant,friendly conversation
trip_439,EMP133,cab133,CUS1020,loc439,02-01-2020 15:47:00,0,pay020,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,3,1,too many passengers,worst customer service
trip_440,EMP019,cab19,CUS1021,loc440,02-01-2020 15:47:00,0,pay021,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,2,2,refused to wear seat belt,poor car quality
trip_441,EMP020,cab20,CUS1022,loc441,02-01-2020 15:47:00,0,pay022,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,4,3.9,friendly customer,good service
trip_442,EMP021,cab21,CUS1023,loc442,02-01-2020 15:47:00,0,pay023,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,1,1,unpleasant,worst customer service
trip_443,EMP022,cab22,CUS1024,loc443,02-01-2020 15:47:00,0,pay024,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,5,2,good ,poor car quality
trip_444,EMP023,cab23,CUS1025,loc444,02-01-2020 15:47:00,0,pay025,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,1,2,unpleasant,poor car quality
trip_445,EMP024,cab24,CUS1001,loc445,02-01-2020 15:47:00,0,pay001,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,5,4,good ,friendly conversation
trip_446,EMP025,cab25,CUS1002,loc446,02-01-2020 15:47:00,0,pay002,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,2,3,refused to wear seat belt,language barrier
trip_447,EMP026,cab26,CUS1003,loc447,02-01-2020 15:47:00,0,pay003,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,3,4,too many passengers,friendly conversation
trip_448,EMP027,cab27,CUS1004,loc448,02-01-2020 15:47:00,0,pay004,2:36:00 PM,1/2/20,12:35:00 AM,12,39,0,39,completed,5,4,good ,friendly conversation
trip_449,EMP028,cab28,CUS1005,loc449,02-01-2020 16:03:00,2,pay005,2:39:00 PM,1/2/20,12:35:00 AM,16.33,62,5,57,completed,2,3.9,refused to wear seat belt,good service
trip_450,EMP029,cab29,CUS1006,loc450,02-01-2020 16:07:00,0,pay006,2:41:00 PM,1/2/20,12:35:00 AM,17,62,0,62,completed,4,1,friendly customer,worst customer service
trip_451,EMP030,cab30,CUS1007,loc451,02-01-2020 16:14:00,0,pay007,2:44:00 PM,1/2/20,12:35:00 AM,18.33,62,0,62,completed,5,1,good ,worst customer service
trip_452,EMP031,cab31,CUS1008,loc452,02-01-2020 16:16:00,0,pay008,2:46:00 PM,1/2/20,12:35:00 AM,18.33,62,0,62,completed,5,4,good ,friendly conversation
trip_453,EMP032,cab32,CUS1195,loc453,02-01-2020 16:26:00,0,pay195,3:16:00 PM,1/2/20,12:10:00 AM,20,66,0,66,completed,2,3.9,refused to wear seat belt,good service
trip_454,EMP033,cab33,CUS1196,loc454,02-01-2020 16:19:00,0,pay196,3:18:00 PM,1/2/20,12:10:00 AM,17,62,0,62,completed,1,3.9,unpleasant,good service
trip_455,EMP034,cab34,CUS1197,loc455,02-01-2020 16:23:00,0,pay197,3:21:00 PM,1/2/20,12:10:00 AM,17.33,62,0,62,completed,1,3,unpleasant,language barrier
trip_456,EMP035,cab35,CUS1198,loc456,02-01-2020 16:38:00,0,pay198,3:22:00 PM,1/2/20,12:10:00 AM,22,66,0,66,completed,1,3,unpleasant,language barrier
trip_457,EMP036,cab36,CUS1199,loc457,02-01-2020 17:28:00,0,pay199,3:25:00 PM,1/2/20,12:10:00 AM,37.67,83,0,83,completed,2,2,refused to wear seat belt,poor car quality
trip_458,EMP037,cab37,CUS1200,loc458,02-01-2020 16:38:00,0,pay200,3:25:00 PM,1/2/20,12:10:00 AM,21,66,0,66,completed,4,2,friendly customer,poor car quality
trip_459,EMP038,cab38,CUS1014,loc459,02-01-2020 16:29:00,0,pay014,3:27:00 PM,1/2/20,12:10:00 AM,17.33,62,0,62,completed,5,3.9,good ,good service
trip_460,EMP039,cab39,CUS1015,loc460,02-01-2020 17:27:00,0,pay015,3:33:00 PM,1/2/20,12:10:00 AM,34.67,83,0,83,completed,1,2,unpleasant,poor car quality
trip_461,EMP040,cab40,CUS1016,loc461,02-01-2020 16:47:00,0,pay016,3:38:00 PM,1/2/20,12:05:00 AM,21.33,66,0,66,completed,4,2,friendly customer,poor car quality
trip_462,EMP041,cab41,CUS1017,loc462,02-01-2020 17:34:00,0,pay017,3:43:00 PM,1/2/20,12:05:00 AM,35.33,83,0,83,completed,2,3,refused to wear seat belt,language barrier
trip_463,EMP042,cab42,CUS1018,loc463,02-01-2020 16:50:00,2,pay018,3:43:00 PM,1/2/20,12:05:00 AM,20.67,66,5,61,completed,2,2,refused to wear seat belt,poor car quality
trip_464,EMP043,cab43,CUS1019,loc464,02-01-2020 17:21:00,0,pay019,3:50:00 PM,1/2/20,12:05:00 AM,28.67,74,0,74,completed,2,3.9,refused to wear seat belt,good service
trip_465,EMP044,cab44,CUS1020,loc465,02-01-2020 16:54:00,0,pay020,3:55:00 PM,1/2/20,12:05:00 AM,18,62,0,62,completed,4,4,friendly customer,friendly conversation
trip_466,EMP045,cab45,CUS1021,loc466,02-01-2020 17:11:00,0,pay021,3:59:00 PM,1/2/20,12:05:00 AM,22.33,66,0,66,completed,2,2,refused to wear seat belt,poor car quality
trip_467,EMP046,cab46,CUS1127,loc467,02-01-2020 17:05:00,0,pay127,4:03:00 PM,1/2/20,12:05:00 AM,19,66,0,66,completed,3,3.9,too many passengers,good service
trip_468,EMP047,cab47,CUS1128,loc468,02-01-2020 17:00:00,0,pay128,4:05:00 PM,1/2/20,12:05:00 AM,16.67,62,0,62,completed,3,3,too many passengers,language barrier
trip_469,EMP048,cab48,CUS1129,loc469,02-01-2020 18:01:00,0,pay129,4:54:00 PM,1/2/20,12:05:00 AM,20.67,66,0,66,completed,3,4,too many passengers,friendly conversation
trip_470,EMP049,cab49,CUS1130,loc470,02-01-2020 17:50:00,0,pay130,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,3,unpleasant,language barrier
trip_471,EMP050,cab50,CUS1131,loc471,02-01-2020 17:50:00,0,pay131,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,3,3.9,too many passengers,good service
trip_472,EMP051,cab51,CUS1132,loc472,02-01-2020 17:50:00,0,pay132,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,5,1,good ,worst customer service
trip_473,EMP052,cab52,CUS1133,loc473,02-01-2020 17:50:00,0,pay133,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,2,3.9,refused to wear seat belt,good service
trip_474,EMP053,cab53,CUS1134,loc474,02-01-2020 17:50:00,0,pay134,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,3,3.9,too many passengers,good service
trip_475,EMP054,cab54,CUS1020,loc475,02-01-2020 17:50:00,0,pay020,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,4,3,friendly customer,language barrier
trip_476,EMP055,cab55,CUS1021,loc476,02-01-2020 17:50:00,0,pay021,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,4,3.9,friendly customer,clean car
trip_477,EMP056,cab56,CUS1022,loc477,02-01-2020 17:50:00,0,pay022,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,1,unpleasant,worst customer service
trip_478,EMP057,cab57,CUS1023,loc478,02-01-2020 17:50:00,0,pay023,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,5,4,good ,friendly conversation
trip_479,EMP058,cab58,CUS1024,loc479,02-01-2020 17:50:00,0,pay024,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,4,unpleasant,friendly conversation
trip_480,EMP059,cab59,CUS1025,loc480,02-01-2020 17:50:00,0,pay025,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,3.9,unpleasant,clean car
trip_481,EMP060,cab60,CUS1001,loc481,02-01-2020 17:50:00,0,pay001,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,2,2,refused to wear seat belt,poor car quality
trip_482,EMP061,cab61,CUS1002,loc482,02-01-2020 17:50:00,2,pay002,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,5,57,completed,5,3.9,waiting in correct location,clean car
trip_483,EMP062,cab62,CUS1196,loc483,02-01-2020 17:50:00,0,pay196,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,3.9,unpleasant,clean car
trip_484,EMP132,cab132,CUS1197,loc484,02-01-2020 17:50:00,0,pay197,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,4,3,friendly customer,language barrier
trip_485,EMP133,cab133,CUS1198,loc485,02-01-2020 17:50:00,0,pay198,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,2,4,refused to wear seat belt,friendly conversation
trip_486,EMP134,cab134,CUS1199,loc486,02-01-2020 17:50:00,0,pay199,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,3,3.9,too many passengers,clean car
trip_487,EMP135,cab135,CUS1200,loc487,02-01-2020 17:50:00,0,pay200,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,4,3,friendly customer,language barrier
trip_488,EMP136,cab136,CUS1014,loc488,02-01-2020 17:50:00,0,pay014,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,4,2,friendly customer,poor car quality
trip_489,EMP137,cab137,CUS1015,loc489,02-01-2020 17:50:00,0,pay015,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,2,3,refused to wear seat belt,language barrier
trip_490,EMP138,cab138,CUS1016,loc490,02-01-2020 17:50:00,1,pay016,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,10,52,completed,2,2,refused to wear seat belt,poor car quality
trip_491,EMP139,cab139,CUS1017,loc491,02-01-2020 17:50:00,0,pay017,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,5,3.9,waiting in correct location,clean car
trip_492,EMP140,cab140,CUS1018,loc492,02-01-2020 17:50:00,0,pay018,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,4,1,friendly customer,worst customer service
trip_493,EMP141,cab141,CUS1019,loc493,02-01-2020 17:50:00,0,pay019,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,5,1,waiting in correct location,worst customer service
trip_494,EMP142,cab142,CUS1021,loc494,02-01-2020 17:50:00,0,pay021,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,2,2,refused to wear seat belt,poor car quality
trip_495,EMP143,cab143,CUS1022,loc495,02-01-2020 17:50:00,0,pay022,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,3,unpleasant,language barrier
trip_496,EMP144,cab144,CUS1023,loc496,02-01-2020 17:50:00,0,pay023,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,4,unpleasant,friendly conversation
trip_497,EMP145,cab145,CUS1024,loc497,02-01-2020 17:50:00,0,pay024,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,4,3,friendly customer,language barrier
trip_498,EMP146,cab146,CUS1025,loc498,02-01-2020 17:50:00,0,pay025,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,5,2,waiting in correct location,poor car quality
trip_499,EMP147,cab147,CUS1025,loc499,02-01-2020 17:50:00,0,pay025,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,5,4,waiting in correct location,friendly conversation
trip_500,EMP148,cab148,CUS1001,loc500,02-01-2020 17:50:00,0,pay001,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,1,4,poor,friendly conversation
trip_501,EMP149,cab149,CUS1002,loc501,02-01-2020 17:50:00,0,pay002,4:56:00 PM,1/2/20,12:05:00 AM,16.33,62,0,62,completed,5,2,waiting in correct location,poor car quality
trip_502,EMP150,cab150,CUS1196,loc502,02-01-2020 17:50:00,0,pay196,4:51:00 PM,1/2/20,12:10:00 AM,16.33,62,0,62,completed,3,4,too many passengers,friendly conversation
trip_503,EMP151,cab151,CUS1197,loc503,02-01-2020 17:50:00,0,pay197,4:51:00 PM,1/2/20,12:10:00 AM,16.33,62,0,62,completed,1,2,poor,poor car quality
trip_504,EMP152,cab152,CUS1198,loc504,02-01-2020 17:50:00,0,pay198,4:51:00 PM,1/2/20,12:10:00 AM,16.33,62,0,62,completed,5,4,waiting in correct location,friendly conversation
trip_505,EMP153,cab153,CUS1016,loc505,02-01-2020 17:50:00,2,pay016,4:51:00 PM,1/2/20,12:10:00 AM,16.33,62,5,57,completed,5,2,waiting in correct location,poor car quality
trip_506,EMP154,cab154,CUS1017,loc506,02-01-2020 17:50:00,0,pay017,4:51:00 PM,1/2/20,12:10:00 AM,16.33,62,0,62,completed,4,2,friendly customer,poor car quality
trip_507,EMP155,cab155,CUS1018,loc507,02-01-2020 17:50:00,0,pay018,4:51:00 PM,1/2/20,12:10:00 AM,16.33,62,0,62,completed,5,1,waiting in correct location,worst customer service
trip_508,EMP156,cab156,CUS1019,loc508,02-01-2020 17:50:00,2,pay019,4:52:00 PM,1/2/20,12:09:00 AM,16.33,62,5,57,completed,5,1,waiting in correct location,worst customer service
trip_509,EMP157,cab157,CUS1020,loc509,02-01-2020 17:50:00,0,pay020,4:52:00 PM,1/2/20,12:09:00 AM,16.33,62,0,62,completed,4,1,friendly customer,worst customer service
trip_510,EMP007,cab07,CUS1021,loc510,02-01-2020 17:50:00,0,pay021,4:52:00 PM,1/2/20,12:09:00 AM,16.33,62,0,62,completed,4,4,friendly customer,friendly conversation
trip_511,EMP008,cab08,CUS1200,loc511,02-01-2020 17:54:00,0,pay200,4:58:00 PM,1/2/20,12:09:00 AM,15.67,45,0,45,completed,2,3.9,refused to wear seat belt,clean car
trip_512,EMP009,cab09,CUS1014,loc512,02-01-2020 18:47:00,0,pay014,5:00:00 PM,1/2/20,12:09:00 AM,32.67,79,0,79,completed,4,2,friendly customer,poor car quality
trip_513,EMP010,cab10,CUS1015,loc513,02-01-2020 18:12:00,0,pay015,5:01:00 PM,1/2/20,12:09:00 AM,20.67,66,0,66,completed,5,4,waiting in correct location,friendly conversation
trip_514,EMP011,cab11,CUS1016,loc514,02-01-2020 18:21:00,0,pay016,5:01:00 PM,1/2/20,12:09:00 AM,23.67,74,0,74,completed,1,2,poor,poor car quality
trip_515,EMP012,cab12,CUS1017,loc515,02-01-2020 18:35:00,0,pay017,5:02:00 PM,1/2/20,12:09:00 AM,28,74,0,74,completed,5,3,waiting in correct location,language barrier
trip_516,EMP013,cab13,CUS1018,loc516,02-01-2020 18:25:00,0,pay018,5:02:00 PM,1/2/20,12:09:00 AM,24.67,74,0,74,completed,3,4,too many passengers,friendly conversation
trip_517,EMP014,cab14,CUS1021,loc517,02-01-2020 18:13:00,0,pay021,5:05:00 PM,1/2/20,12:09:00 AM,19.67,66,0,66,completed,1,2,poor,poor car quality
trip_518,EMP015,cab15,CUS1022,loc518,02-01-2020 18:09:00,0,pay022,5:10:00 PM,1/2/20,12:09:00 AM,16.67,62,0,62,completed,1,3,poor,language barrier
trip_519,EMP016,cab16,CUS1023,loc519,02-01-2020 18:24:00,0,pay023,5:16:00 PM,1/2/20,12:09:00 AM,19.67,66,0,66,completed,5,4,waiting in correct location,friendly conversation
trip_520,EMP017,cab17,CUS1024,loc520,02-01-2020 17:26:00,0,pay024,5:17:00 PM,1/2/20,12:09:00 AM,0,0,0,0,Cancelled,0,0,,
trip_521,EMP018,cab18,CUS1025,loc521,02-01-2020 18:37:00,0,pay025,5:22:00 PM,1/2/20,12:09:00 AM,22,66,0,66,completed,2,4.7,refused to wear seat belt,worst customer service
trip_522,EMP019,cab19,CUS1001,loc522,02-01-2020 18:33:00,0,pay001,5:41:00 PM,1/2/20,12:09:00 AM,14.33,45,0,45,completed,5,1,waiting in correct location,worst customer service
trip_523,EMP020,cab20,CUS1002,loc523,02-01-2020 18:45:00,0,pay002,5:45:00 PM,1/2/20,12:09:00 AM,17,62,0,62,completed,3,3,too many passengers,language barrier
trip_524,EMP021,cab21,CUS1197,loc524,02-01-2020 18:41:00,0,pay197,5:49:00 PM,1/2/20,12:09:00 AM,14.33,45,0,45,completed,1,2,poor,poor car quality
trip_525,EMP022,cab22,CUS1198,loc525,02-01-2020 18:54:00,1,pay198,5:51:00 PM,1/2/20,12:09:00 AM,18,62,10,52,completed,2,4,refused to wear seat belt,friendly conversation
trip_526,EMP023,cab23,CUS1016,loc526,02-01-2020 18:58:00,0,pay016,5:59:00 PM,1/2/20,12:09:00 AM,16.67,62,0,62,completed,1,1,poor,worst customer service
trip_527,EMP024,cab24,CUS1017,loc527,02-01-2020 19:07:00,0,pay017,6:10:00 PM,1/2/20,12:09:00 AM,16,62,0,62,completed,3,2,not found in location,poor car quality
trip_528,EMP025,cab25,CUS1018,loc528,02-01-2020 19:12:00,0,pay018,6:11:00 PM,1/2/20,12:09:00 AM,17.33,62,0,62,completed,5,3.9,waiting in correct location,clean car
trip_529,EMP026,cab26,CUS1019,loc529,02-01-2020 19:17:00,0,pay019,6:20:00 PM,1/2/20,12:09:00 AM,16,62,0,62,completed,2,3,refused to wear seat belt,language barrier
trip_530,EMP027,cab27,CUS1001,loc530,02-01-2020 19:17:00,0,pay001,6:25:00 PM,1/2/20,12:07:00 AM,15,45,0,45,completed,4,3,friendly customer,language barrier
trip_531,EMP028,cab28,CUS1002,loc531,02-01-2020 19:19:00,0,pay002,6:26:00 PM,1/2/20,12:07:00 AM,15.33,45,0,45,completed,5,4,waiting in correct location,friendly conversation
trip_532,EMP029,cab29,CUS1003,loc532,02-01-2020 19:36:00,0,pay003,6:29:00 PM,1/2/20,12:07:00 AM,20,66,0,66,completed,1,4,poor,friendly conversation
trip_533,EMP030,cab30,CUS1004,loc533,02-01-2020 19:28:00,0,pay004,6:35:00 PM,1/2/20,12:07:00 AM,15.33,45,0,45,completed,3,3,not found in location,language barrier
trip_534,EMP031,cab31,CUS1005,loc534,02-01-2020 19:33:00,0,pay005,6:38:00 PM,1/2/20,12:07:00 AM,16,62,0,62,completed,4,3,friendly customer,language barrier
trip_535,EMP032,cab32,CUS1006,loc535,02-01-2020 19:42:00,0,pay006,6:42:00 PM,1/2/20,12:07:00 AM,17.67,62,0,62,completed,2,2,refused to wear seat belt,poor car quality
trip_536,EMP033,cab33,CUS1007,loc536,02-01-2020 19:49:00,0,pay007,6:57:00 PM,1/2/20,12:07:00 AM,15,45,0,45,completed,3,3.9,not found in location,clean car
trip_537,EMP034,cab34,CUS1008,loc537,02-01-2020 20:35:00,0,pay008,7:27:00 PM,1/2/20,12:07:00 AM,20.33,66,0,66,completed,1,1,poor,worst customer service
trip_538,EMP035,cab35,CUS1009,loc538,02-01-2020 20:07:00,0,pay009,7:28:00 PM,1/2/20,12:07:00 AM,10.67,39,0,39,completed,2,1,refused to wear seat belt,worst customer service
trip_539,EMP036,cab36,CUS1010,loc539,02-01-2020 20:26:00,0,pay010,7:38:00 PM,1/2/20,12:07:00 AM,13.67,45,0,45,completed,3,3,not found in location,language barrier
trip_540,EMP037,cab37,CUS1011,loc540,02-01-2020 20:31:00,2,pay011,7:38:00 PM,1/2/20,12:07:00 AM,15.33,45,5,40,completed,1,3,poor,language barrier
trip_541,EMP038,cab38,CUS1012,loc541,02-01-2020 20:40:00,0,pay012,7:55:00 PM,1/2/20,12:07:00 AM,12.67,39,0,39,completed,2,3.9,refused to wear seat belt,clean car
trip_542,EMP039,cab39,CUS1013,loc542,02-01-2020 20:53:00,4,pay013,8:08:00 PM,1/2/20,12:07:00 AM,12.67,39,1.95,37.05,completed,3,3,not found in location,language barrier
trip_543,EMP040,cab40,CUS1014,loc543,02-01-2020 21:18:00,0,pay014,8:09:00 PM,1/2/20,12:07:00 AM,20.67,66,0,66,completed,4,3.9,friendly customer,clean car
trip_544,EMP041,cab41,CUS1015,loc544,02-01-2020 21:21:00,3,pay015,8:11:00 PM,1/2/20,12:07:00 AM,21,66,6.6,59.4,completed,4,3.9,friendly customer,clean car
trip_545,EMP042,cab42,CUS1016,loc545,02-01-2020 21:04:00,0,pay016,8:15:00 PM,1/2/20,12:07:00 AM,14,45,0,45,completed,1,3,poor,language barrier
trip_546,EMP043,cab43,CUS1017,loc546,02-01-2020 21:32:00,0,pay017,8:27:00 PM,1/2/20,12:07:00 AM,19.33,66,0,66,completed,3,3.9,not found in location,clean car
trip_547,EMP044,cab44,CUS1018,loc547,02-01-2020 21:34:00,0,pay018,8:33:00 PM,1/2/20,12:07:00 AM,18,62,0,62,completed,1,2,poor,poor car quality
